-0.753093601	-534.6147817
-0.740262362	-534.6147637
-0.727109869	-534.6147363
-0.713711711	-534.614699
-0.700143479	-534.6146512
-0.686405171	-534.6145923
-0.672515685	-534.6145218
-0.658475021	-534.6144391
-0.644302076	-534.6143435
-0.629959056	-534.6142345
-0.615427063	-534.6141112
-0.600649405	-534.6139731
-0.585626084	-534.6138194
-0.570300406	-534.6136492
-0.554596783	-534.6134618
-0.538496318	-534.6132563
-0.521885626	-534.6130318
-0.50468912 	-534.6127872
-0.486812312	-534.6125213
-0.468104025	-534.6122327
-0.448431977	-534.6119196
-0.427569402	-534.6115791
-0.40530843 	-534.6112073
-0.381365602	-534.6107982
-0.355117308	-534.6103436
-0.324503747	-534.6098275
-0.278224357	-534.6091808
-0.214181544	-534.6082726
-0.143845942	-534.6071954
-0.071904074	-534.6063179
0.0000000000	-534.605985
0.071904074 	-534.6063179
0.143845942 	-534.6071954
0.214181544 	-534.6082726
0.278224357 	-534.6091808
0.324503747 	-534.6098275
0.355117308 	-534.6103436
0.381365602 	-534.6107982
0.40530843  	 -534.6112073
0.427569402 	-534.6115791
0.448431977 	-534.6119196
0.468104025 	-534.6122327
0.486812312 	-534.6125213
0.50468912  	 -534.6127872
0.521885626 	-534.6130318
0.538496318 	-534.6132563
0.554596783 	-534.6134618
0.570300406 	-534.6136492
0.585626084 	-534.6138194
0.600649405 	-534.6139731
0.615427063 	-534.6141112
0.629959056 	-534.6142345
0.644302076 	-534.6143435
0.658475021 	-534.6144391
0.672515685 	-534.6145218
0.686405171 	-534.6145923
0.700143479 	-534.6146512
0.713711711 	-534.614699
0.727109869 	-534.6147363
0.740262362 	-534.6147637
0.753093601 	-534.6147817
            
